id,name,local_name,aliases,country_code,prefecture_codes,region_codes,city,lat,lon,domain,noodle_category,cultural_scope,publication_status,form,noodle_materials,noodle_shape,broth_bases,seasonings,keywords,summary,background,variation,parent_style_ids,public_source_ids,verification_level,reviewed_at,ingredients,tags,allergen_note,tradition,uniqueness,adventure,score_method,slug
jp-soba-izushi,出石皿そば,,,JP,28,kinki,豊岡市出石町,35.462,134.873,japan,soba,regional,published,dipping,そば粉|小麦粉|山芋等（店による）,細め〜中細のそばを小皿に盛る,かつお節|昆布等,醤油|みりん,兵庫|豊岡|出石|小皿|皿そば|城下町,そばを出石焼などの小皿へ一人前ずつ分けて盛り、薬味を変えながら食べる豊岡市出石町のそば。,城下町のそば文化と出石焼の器が結び付き、現在の小皿形式が地域の名物として定着した。,一皿の量、皿数、卵・とろろ、そば粉比率、つゆは店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-izushi-1|src-jp-soba-izushi-2,reviewed,2026-08-10,ねぎ|わさび|とろろ|卵,small_plates|multiple_servings|castle_town|condiments|cold,そば・小麦・大豆・卵・山芋・魚介を含む場合がある。,4.8,4.7,2.0,editorial_source_review_v1,soba-izushi
jp-other-sobameshi,そばめし,,,JP,28,kinki,神戸市長田区,34.657,135.144,japan,other,regional,published,fried,中華麺|米,細かく刻んだ焼そば麺とご飯,,ウスター系ソース|どろソース等,兵庫|神戸|長田|焼そば|ご飯|鉄板|ソース,焼そばの麺を細かく刻み、ご飯と具材を鉄板で炒めてソース味に仕上げる神戸市長田区の料理。,長田の鉄板焼店で、持参した冷やご飯と焼そばを一緒に炒めたことから広まったとされる。,麺と米の比率、すじこん・豚肉、ソース、香辛料、卵の有無は店で異なる。,jp-style-yakisoba-sauce,src-jp-other-sobameshi-1|src-jp-other-sobameshi-2,reviewed,2026-08-10,キャベツ|豚肉|すじこん等（店による）,other_regional_noodle|rice_and_noodle|chopped_noodle|sauce|griddle|kobe_food,小麦・大豆を含む。豚肉・牛肉・卵・魚介系調味料を含む場合がある。,4.1,4.9,3.1,editorial_source_review_v1,other-sobameshi
jp-other-sayo-horumon-yakiudon,佐用ホルモン焼きうどん,,佐用ホルモンうどん,JP,28,kinki,佐用町,35.004,134.356,japan,other,regional,published,fried,小麦うどん,太めのゆでうどん,,醤油・味噌・にんにく等のつけだれ,兵庫|佐用|ホルモン|焼きうどん|つけだれ|鉄板,牛ホルモンとうどんを鉄板で炒め、醤油・味噌・にんにくなどを合わせたたれにつけて食べる形が特徴の佐用町の麺料理。,畜産・精肉文化と結び付く地域の食として定着し、町内の店舗で独自のたれと焼き方が受け継がれている。,ホルモンの部位、たれを絡めるかつけるか、にんにく、野菜、麺の焼き加減に店差がある。,jp-style-yakisoba-sauce,src-jp-other-sayo-horumon-yakiudon-1|src-jp-other-sayo-horumon-yakiudon-2,reviewed,2026-08-10,牛ホルモン|野菜|ねぎ等,other_regional_noodle|yakiudon|beef_offal|dipping_sauce|griddle|rich,小麦・牛肉・大豆を含むことが多い。,4.2,4.8,3.9,editorial_source_review_v1,other-sayo-horumon-yakiudon
jp-yakisoba-sechi,せち焼き,,御坊せち焼き,JP,30,kinki,御坊市,33.891,135.153,japan,yakisoba,regional,published,fried,小麦麺,中太の焼そば麺,,ソース,和歌山|御坊|卵|焼そば|お好み焼き風,焼そばへ卵を加えて鉄板上でまとめ、ソースを塗って仕上げる御坊市の料理。小麦粉の生地を使わない。,地域の食堂で生まれたとされ、方言の「せちがう」に名の由来を求める説明がある。,具材、卵の量、厚み、ソース、マヨネーズの有無は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-sechi-1|src-jp-yakisoba-sechi-2,reviewed,2026-08-10,卵|キャベツ|豚肉|青のり|かつお節等,egg_bound|no_flour_batter|sauce|griddle|hybrid_food,小麦・卵・大豆・豚肉を含む場合が多い。,3.9,4.8,3.6,editorial_source_review_v1,yakisoba-sechi
jp-soba-izumo,出雲そば,,,JP,32,chugoku,出雲市・松江市周辺,35.367,132.754,japan,soba,regional,published,hybrid,そば粉|小麦粉（店による）,色が濃く香りの強い中太そば,かつお節|昆布等,醤油|みりん,島根|出雲|割子そば|釜揚げそば|挽きぐるみ,そばの実を甘皮ごと挽くため色と香りが強く、割子そばや釜揚げそばで食べる出雲地方のそば。,出雲大社参詣や地域の日常食と結び付き、割子と釜揚げという二つの代表的な提供形式が発達した。,挽きぐるみの度合い、割子・釜揚げ、つゆ、薬味は店で異なる。,jp-style-soba-mori-zaru|jp-style-soba-kake,src-jp-soba-izumo-1|src-jp-soba-izumo-2,reviewed,2026-08-10,ねぎ|のり|大根おろし|かつお節等,whole_ground_buckwheat|dark_color|warigo|kamaage|strong_aroma,そば・小麦・大豆・魚介を含む。,5.0,4.8,2.1,editorial_source_review_v1,soba-izumo
jp-yakisoba-hiruzen,ひるぜん焼そば,,蒜山焼そば,JP,33,chugoku,真庭市蒜山地域,35.283,133.647,japan,yakisoba,regional,published,fried,小麦麺,中太麺,,味噌だれ|醤油|砂糖|にんにく等,岡山|蒜山|味噌だれ|鶏肉|キャベツ|にんにく,鶏肉とキャベツを、味噌を基調とした甘辛いたれで炒める蒜山地域の焼そば。,地域で食べられてきた味噌だれの焼そばをもとに、ご当地グルメとして整理・発信された。,味噌の甘辛さ、にんにく、鶏肉の部位、麺の焼き加減は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-hiruzen-1|src-jp-yakisoba-hiruzen-2,reviewed,2026-08-10,鶏肉|キャベツ,miso_sauce|chicken|cabbage|sweet_savory|garlic|highland_food,小麦・大豆・鶏肉を含む。,4.0,4.5,2.8,editorial_source_review_v1,yakisoba-hiruzen
jp-other-tsuyama-horumon-udon,津山ホルモンうどん,,,JP,33,chugoku,津山市,35.07,134.004,japan,other,regional,published,fried,小麦うどん,太めのゆでうどん,,味噌だれ|醤油だれ|ソース等,岡山|津山|ホルモン|牛肉文化|焼うどん|鉄板,新鮮な牛ホルモンとうどん、野菜を鉄板で炒め、味噌・醤油系などの濃いたれで仕上げる津山市の地域グルメ。,食肉処理・牛肉文化が根付く津山で、日常的に入手しやすかったホルモンをうどんと合わせた料理として親しまれてきた。,ホルモンの部位、たれ、にんにく、野菜、麺の焼き方は店ごとの差が大きい。,jp-style-yakisoba-sauce,src-jp-other-tsuyama-horumon-udon-1|src-jp-other-tsuyama-horumon-udon-2,reviewed,2026-08-10,牛ホルモン|キャベツ|玉ねぎ|ねぎ等,other_regional_noodle|yakiudon|beef_offal|miso_sauce|rich|griddle,小麦・牛肉・大豆を含むことが多い。,4.2,4.7,3.8,editorial_source_review_v1,other-tsuyama-horumon-udon
jp-other-kawara-soba,瓦そば,,,JP,35,chugoku,下関市豊浦町川棚,34.151,130.923,japan,other,regional,published,fried,茶そば（そば粉|小麦粉|茶）,細めの茶そば,つけつゆのかつお節・昆布等,醤油|みりん|砂糖,山口|下関|川棚温泉|瓦|茶そば|牛肉|錦糸卵,熱した瓦の上で茶そばを香ばしく焼き、甘辛い牛肉、錦糸卵、ねぎなどを盛って温かいつゆで食べる料理。,川棚温泉の旅館で考案された料理として広まり、山口県を代表する地域グルメの一つになった。,瓦または鉄板、麺の焼き具合、牛肉の甘さ、レモンともみじおろし、つゆの濃さは店で異なる。,jp-style-soba-mori-zaru,src-jp-other-kawara-soba-1|src-jp-other-kawara-soba-2,reviewed,2026-08-10,牛肉|錦糸卵|ねぎ|のり|レモン|もみじおろし,other_regional_noodle|tea_soba|heated_tile|beef|egg|crispy|dipping,そば・小麦・卵・牛肉・大豆を含む。つゆは魚介を含むことが多い。,4.2,5.0,3.5,editorial_source_review_v1,other-kawara-soba
jp-udon-naruchuru,鳴ちゅるうどん,,鳴門うどん,JP,36,shikoku,鳴門市,34.173,134.609,japan,udon,regional,published,soup,小麦粉|食塩|水,細く不ぞろいでやわらかい麺,煮干し|かつお節|昆布等,薄口醤油|塩,徳島|鳴門|やわらかい|不ぞろい|刻み揚げ,細く不ぞろいでやわらかい麺を、淡いだしと刻み揚げなどで食べる鳴門市の素朴なうどん。,鳴門の食堂や家庭で親しまれてきた地域のうどんで、軽い口当たりを表す愛称で紹介される。,麺の細さとやわらかさ、だし、揚げやちくわ等の具は店で異なる。,jp-style-udon-kake,src-jp-udon-naruchuru-1|src-jp-udon-naruchuru-2,reviewed,2026-08-10,刻み揚げ|ねぎ|ちくわ等,soft|irregular|thin|light_broth|local_canteen_food,小麦・大豆を含む。魚介だし、油揚げ、練り物等を確認する必要がある。,4.1,4.3,2.2,editorial_source_review_v1,udon-naruchuru
jp-soba-iya,祖谷そば,,,JP,36,shikoku,三好市祖谷地域,33.875,133.758,japan,soba,regional,published,soup,そば粉|つなぎ少量または不使用,太く短めで素朴なそば,煮干し|かつお節|昆布,醤油|塩,徳島|祖谷|太い|短い|山里,太く短めで、そば粉の風味が力強い祖谷地方のそば。つなぎが少なく切れやすく、温かい素朴な汁で供されることが多い。,米作に適さない急峻な山地でそばが重要な作物となり、山里の食として受け継がれてきた。,そば粉比率、太さ、だし、山菜・油揚げなどの具は店や家庭で異なる。,jp-style-soba-kake,src-jp-soba-iya-1|src-jp-soba-iya-2,reviewed,2026-08-10,油揚げ|山菜|ねぎ等,rustic|thick|short|mountain_food|high_buckwheat,そばを含む。小麦・大豆・魚介を含む場合がある。,4.9,4.4,3.0,editorial_source_review_v1,soba-iya
jp-udon-shippoku,しっぽくうどん,,,JP,37,shikoku,香川県内,34.34,134.043,japan,udon,regional,published,soup,小麦粉|食塩|水,中太〜太めのうどん,いりこ|昆布|かつお節等,醤油|塩|みりん,香川|冬|根菜|いりこだし|讃岐,大根、にんじん、里芋、油揚げなどをだしで煮込み、うどんへかける香川県の冬の郷土料理。,秋冬の収穫物を一椀で味わう家庭料理として、讃岐うどん文化の中で受け継がれてきた。,具材、肉の有無、いりこだし、味付けは家庭と店で異なる。,jp-style-udon-kake,src-jp-udon-shippoku-1|src-jp-udon-shippoku-2,reviewed,2026-08-10,大根|にんじん|里芋|油揚げ|ねぎ等,winter_food|vegetables|dashi_forward|soup|seasonal,小麦・大豆を含む。魚介だし、油揚げ、肉等は確認が必要。,4.8,3.8,1.8,editorial_source_review_v1,udon-shippoku
jp-udon-sanuki,讃岐うどん,,,JP,37,shikoku,香川県内,34.34,134.043,japan,udon,regional,published,hybrid,小麦粉|食塩|水,角の立った中太〜太麺,いりこ|昆布|かつお節等,醤油|塩|みりん,香川|うどん県|コシ|いりこ|かけ|ぶっかけ|釜揚げ,強いコシと弾力を持つ麺を、かけ、ぶっかけ、釜揚げ、ざるなど多様な形式で味わう香川県のうどん文化。,小麦、塩、しょうゆ、いりこなど地域の材料と結び付き、製麺所型・セルフ型を含む独自の外食文化へ発展した。,麺の太さ・コシ、いりこだし、提供形式、薬味は店ごとの差が大きい。,jp-style-udon-kake|jp-style-udon-bukkake|jp-style-udon-kamaage|jp-style-udon-zaru,src-jp-udon-sanuki-1|src-jp-udon-sanuki-2,reviewed,2026-08-10,ねぎ|しょうが|天かす|天ぷら等,firm|elastic|many_serving_styles|iriko_dashi|self_service_culture,小麦・大豆を含む。魚介だし、天ぷら、卵等は確認が必要。,5.0,4.5,1.5,editorial_source_review_v1,udon-sanuki
jp-udon-hakata,博多うどん,,,JP,40,kyushu_okinawa,福岡市博多地域,33.59,130.401,japan,udon,regional,published,soup,小麦粉|食塩|水,太めでやわらかい麺,煮干し|昆布|かつお節|さば節等,薄口醤油|塩,福岡|博多|やわ麺|ごぼう天|丸天|だし,やわらかくふっくらした麺を、透明感のあるだしで味わう博多のうどん。ごぼう天や丸天が代表的な具。,古くからの港町・商都の食として、素早く食べやすいやわらかなうどん文化が発達した。,麺のやわらかさ、だし、ごぼう天の形、丸天・肉等の具は店で異なる。,jp-style-udon-kake,src-jp-udon-hakata-1|src-jp-udon-hakata-2,reviewed,2026-08-10,ごぼう天|丸天|ねぎ|肉等,soft|dashi_forward|gobo_tempura|round_fishcake|fast_food_culture,小麦・大豆・魚介を含む。天ぷらは卵、練り物は魚介を含む。,4.7,4.2,1.6,editorial_source_review_v1,udon-hakata
jp-other-kokura-yakiudon,小倉焼うどん,,小倉発祥焼うどん,JP,40,kyushu_okinawa,北九州市小倉北区,33.883,130.875,japan,other,regional,published,fried,乾燥うどんまたは小麦うどん,中太〜太めのうどん,,ウスター系ソース|醤油等,福岡|北九州|小倉|焼うどん|乾麺|発祥,うどんを野菜や肉と鉄板で炒め、ソースなどで仕上げる北九州市小倉の名物。,終戦直後、焼そば用の中華麺が手に入りにくい中で乾燥うどんを代用した料理が始まりとされる。,乾麺・生麺、ソース・醤油、具材、かつお節、麺の焼き付けは店ごとに異なる。,jp-style-yakisoba-sauce,src-jp-other-kokura-yakiudon-1|src-jp-other-kokura-yakiudon-2,reviewed,2026-08-10,豚肉|キャベツ|玉ねぎ|かつお節|青のり等,other_regional_noodle|yakiudon|dried_udon|sauce|postwar_food|griddle,小麦・大豆・豚肉を含む場合が多い。ソース、かつお節、卵等は確認が必要。,4.4,4.4,2.2,editorial_source_review_v1,other-kokura-yakiudon
jp-udon-goto,五島うどん,,五島手延うどん,JP,42,kyushu_okinawa,五島列島・新上五島町,32.984,129.073,japan,udon,regional,published,hybrid,小麦粉|食塩|椿油,細く丸い手延べ麺,あごだし|昆布等,醤油|塩,長崎|五島列島|椿油|あごだし|地獄炊き,椿油を使って手延べする細く丸い麺で、強いコシとのどごしを持つ五島列島のうどん。地獄炊きやあごだしで食べられる。,島の製塩・椿・手延べ技術と結び付いた乾麺文化として受け継がれてきた。,椿油、麺の細さ、地獄炊きの卵醤油・あごだし、冷温は製造者と家庭で異なる。,jp-style-udon-kamaage|jp-style-udon-zaru,src-jp-udon-goto-1|src-jp-udon-goto-2,reviewed,2026-08-10,卵|ねぎ|かつお節等,hand_stretched|camellia_oil|thin|round|ago_dashi|jigokudaki,小麦を含む。つゆは大豆・魚介、地獄炊きは卵を含む場合がある。,5.0,4.8,2.4,editorial_source_review_v1,udon-goto
jp-soba-taishu,対州そば,,対州蕎麦,JP,42,kyushu_okinawa,対馬市,34.202,129.29,japan,soba,regional,published,hybrid,対州そば粉|小麦粉（提供形態による）,中太で香りの強いそば,いりこ|かつお節|昆布,醤油|塩,長崎|対馬|在来種|GI|そば,対馬で守られてきた在来系統のそばを用いる地域のそば文化。小粒の実から生まれる香りを生かし、ざるや温そばで食べられる。,大陸から伝来したそばの古い系統を島内で維持してきたとされ、地理的表示保護制度にも登録されている。,十割・つなぎ入り、温冷、対馬地鶏やしいたけを使う汁など提供形態に幅がある。,jp-style-soba-mori-zaru|jp-style-soba-kake,src-jp-soba-taishu-1|src-jp-soba-taishu-2,reviewed,2026-08-10,地鶏|しいたけ|ねぎ等（料理による）,native_buckwheat|island_food|strong_aroma|gi_protected|rustic,そばを含む。小麦・大豆・魚介・鶏肉等を含む場合がある。,5.0,5.0,3.3,editorial_source_review_v1,soba-taishu
jp-other-nagasaki-saraudon,長崎皿うどん,,皿うどん,JP,42,kyushu_okinawa,長崎市,32.75,129.878,japan,other,regional,published,fried,小麦麺,細い揚げ麺または太い炒め麺,鶏・豚・魚介のあん,塩|醤油|砂糖|酢（好みで）,長崎|皿うどん|細麺|太麺|あんかけ|海鮮,細い揚げ麺、または太い炒め麺へ、肉・魚介・野菜を使ったとろみのあるあんをかける長崎の代表的な麺料理。,長崎の中華料理文化の中で発達し、ちゃんぽんと並ぶ地域食として定着した。一般的な和風うどんとは構造が異なる。,細麺と太麺、あんの色と甘さ、具材、ウスターソースや酢を加える食べ方など、店舗・家庭差が非常に大きい。,jp-style-yakisoba-ankake,src-jp-other-nagasaki-saraudon-1|src-jp-other-nagasaki-saraudon-2,reviewed,2026-08-10,豚肉|えび|いか|かまぼこ|キャベツ|もやし等,other_regional_noodle|starchy_sauce|crispy_or_thick|seafood|vegetables|nagasaki_food,小麦・えび・いか・豚肉・鶏肉・大豆等を含む場合が多い。,4.8,4.8,2.6,editorial_source_review_v1,other-nagasaki-saraudon
jp-udon-saiki-gomadashi,佐伯ごまだしうどん,,ごまだしうどん,JP,44,kyushu_okinawa,佐伯市,32.96,131.9,japan,udon,regional,published,soup,小麦うどん,中太のゆでうどん,ゆで湯または薄いだし,ごまだし（焼いた魚|ごま|醤油等）,大分|佐伯|ごまだし|魚|ごま|保存食,焼いた魚、ごま、醤油などをすり合わせた保存調味料「ごまだし」を、ゆでうどんと湯に溶いて食べる佐伯市の料理。,漁業の町で魚を保存・活用する知恵から生まれたごまだしを、手軽なうどん汁として使う。,魚種、ごま、甘さ、濃さ、だしの有無は製造者と家庭で大きく異なる。,jp-style-udon-kake,src-jp-udon-saiki-gomadashi-1|src-jp-udon-saiki-gomadashi-2,reviewed,2026-08-10,白身魚|ごま|ねぎ,fish_paste|sesame|quick_soup|umami|coastal_food,小麦・ごま・大豆・魚を含む。,4.7,5.0,3.3,editorial_source_review_v1,udon-saiki-gomadashi
jp-yakisoba-hita,日田やきそば,,日田焼きそば,JP,44,kyushu_okinawa,日田市,33.321,130.941,japan,yakisoba,regional,published,fried,小麦麺,中太麺,,ソース,大分|日田|パリパリ|もやし|豚肉|鉄板,ゆでた麺を鉄板でしっかり焼き付け、表面のパリッとした部分ともっちりした部分を作る日田市の焼そば。,日田の食堂文化で独自の焼き方が定着し、ご当地グルメとして紹介されている。,焼き付けの強さ、ソース、もやしの量、麺の太さは店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-hita-1|src-jp-yakisoba-hita-2,reviewed,2026-08-10,豚肉|もやし|ねぎ,crispy_noodle|bean_sprouts|pork|strong_roast|pressed_on_griddle,小麦・大豆・豚肉を含む。,4.2,4.5,2.3,editorial_source_review_v1,yakisoba-hita
jp-udon-miyazaki-kamaage,宮崎釜揚げうどん,,,JP,45,kyushu_okinawa,宮崎市,31.907,131.42,japan,udon,regional,published,dipping,小麦粉|食塩|水,細め〜中細のやわらかな麺,いりこ|かつお節|昆布等,醤油|みりん,宮崎|釜揚げ|やわらかい|つけ汁|夜食,ゆでたてのやわらかな麺をゆで湯ごと器へ盛り、温かいつけ汁で食べる宮崎市のうどん文化。,市内の専門店や飲酒後の締めの食として親しまれ、宮崎のうどん文化を代表する形式の一つになった。,麺の細さ、やわらかさ、つけ汁の甘さ、薬味や柑橘は店で異なる。,jp-style-udon-kamaage,src-jp-udon-miyazaki-kamaage-1|src-jp-udon-miyazaki-kamaage-2,reviewed,2026-08-10,ねぎ|天かす|しょうが|柑橘等,kamaage|soft|hot_noodle_water|dipping|night_food,小麦・大豆・魚介を含む。天かすは卵等を含む場合がある。,4.2,3.8,1.5,editorial_source_review_v1,udon-miyazaki-kamaage
jp-style-ramen-shoyu,醤油ラーメン,,,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,細麺から太麺、直線から縮れまで幅広い中華麺,鶏|豚|魚介|昆布|野菜（店による）,醤油だれ,醤油|中華そば|しょうゆラーメン|定番ラーメン,醤油だれを味の軸に据えたラーメン。澄んだ鶏・魚介系から濃厚な動物系まで幅があり、日本で最も広く見られる基本スタイルの一つ。,中国由来の麺料理へ日本の醤油文化が取り込まれて発達した。ご当地ラーメンにも醤油を主軸にする例が多く、特定地域に限定しない定番スタイルとして扱う。,醤油の種類、色、甘さ、香り、だし、油、麺、具材の幅が非常に大きい。淡麗な清湯から濃厚な豚骨醤油までを一つの代表値で完全には表せない。,,src-standard-ramen-dictionary|src-standard-chinese-noodle|src-standard-maff-hokkaido-ramen,reviewed,2026-08-10,チャーシュー|メンマ|ねぎ|なると|のり等,soy_sauce|soup|classic|broad_variation|animal_or_seafood|japanese_seasoning,小麦・大豆を含むことが多い。卵、豚肉、鶏肉、魚介、乳、ごま等は店舗ごとに異なる。,5.0,2.4,1.0,editorial_source_review_v1,ramen-shoyu
jp-style-ramen-shio,塩ラーメン,,,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,細めから中太を中心に、直線・縮れの両方がある中華麺,鶏|豚|魚介|昆布|貝|野菜（店による）,塩だれ,塩|しおラーメン|塩だれ|定番ラーメン,塩だれを味の軸にしたラーメン。透明感のある清湯が多い一方、鶏白湯や豚骨へ塩だれを合わせる例もある。,塩味の麺スープは中国料理にも見られ、日本では函館などのご当地ラーメンとともに定番化した。だしや香味油が直接感じられやすいスタイル。,塩そのものの種類よりも、鶏・魚介・貝・昆布などのだし、油、白湯か清湯かで印象が大きく変わる。,,src-standard-ramen-dictionary|src-standard-chinese-noodle|src-standard-maff-hokkaido-ramen,reviewed,2026-08-10,チャーシュー|メンマ|ねぎ|のり|麩等,salt_tare|soup|clear_broth_common|delicate|broad_variation,小麦を含むことが多い。卵、鶏・豚、魚介、貝、大豆、ごま等は店舗ごとに異なる。,4.8,2.5,1.2,editorial_source_review_v1,ramen-shio
jp-style-ramen-miso,味噌ラーメン,,,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,中太から太め、縮れ麺を含む中華麺,豚|鶏|魚介|野菜（店による）,味噌だれ|醤油・香辛料等の補助調味（店による）,味噌|みそラーメン|札幌味噌|定番ラーメン,味噌だれを主役にするラーメン。発酵由来の香りとコクがあり、炒め野菜や香味油を合わせた濃厚な構成が多い。,札幌で定番化した味噌ラーメンが全国へ広がり、現在は地域や店ごとに多様な味噌・スープ・香辛料が使われる。,赤・白・合わせ味噌、甘さ、辛味、スープ濃度、野菜炒め、油、にんにく、バター等の差が大きい。,,src-standard-ramen-dictionary|src-standard-maff-hokkaido-ramen|src-standard-chinese-noodle,reviewed,2026-08-10,チャーシュー|炒め野菜|もやし|ねぎ|コーン|バター等,miso|fermented|rich|vegetables_common|soup|warming,小麦・大豆を含むことが多い。卵、豚・鶏、魚介、乳、ごま等は店舗ごとに異なる。,4.8,3.1,1.3,editorial_source_review_v1,ramen-miso
jp-style-ramen-tonkotsu,豚骨ラーメン,,とんこつラーメン,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,細い直麺が代表的だが、中太麺を用いる地域・店もある,豚骨,塩だれまたは醤油だれ,豚骨|とんこつ|白濁|九州ラーメン|定番ラーメン,豚骨を長時間炊き、脂肪やゼラチン質を乳化させた白濁スープを軸にするラーメン。強い豚のうま味と細麺の組み合わせが代表的。,久留米を発祥地とする説明が広く知られ、九州各地で独自に発達した。現在は全国で濃度・香り・たれ・麺の異なる多様な豚骨ラーメンが提供される。,呼び戻し・取り切り、炊き時間、乳化、骨の部位、香り、塩・醤油だれ、麺の太さで大きく変わる。,,src-standard-ramen-dictionary|src-standard-kurume-tonkotsu|src-standard-chinese-noodle,reviewed,2026-08-10,チャーシュー|ねぎ|きくらげ|紅しょうが|ごま等,pork_bone|white_broth|emulsified|rich|animal_forward|thin_noodle_common,小麦・豚肉を含む。大豆、卵、ごま、魚介、乳等は店舗ごとに異なる。,4.8,3.8,2.0,editorial_source_review_v1,ramen-tonkotsu
jp-style-ramen-tori-paitan,鶏白湯ラーメン,,,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,中細から中太の中華麺が多い,鶏ガラ|丸鶏|鶏皮・もみじ等|野菜・魚介（店による）,塩だれまたは醤油だれ,鶏白湯|とりぱいたん|白湯|鶏そば|定番ラーメン,鶏を長時間炊き、脂肪とゼラチン質を乳化させた白濁スープを使うラーメン。クリーミーな口当たりと凝縮した鶏のうま味が特徴。,中華料理の白湯技法を基盤に、鶏を主体とした濃厚ラーメンとして広がった。塩・醤油・味噌、野菜ポタージュ、魚介との組み合わせもある。,鶏の部位、乳化度、粘度、野菜・魚介、たれ、香味油により、軽い泡系から非常に濃厚なタイプまで幅がある。,,src-standard-ramen-dictionary|src-standard-ryus-tori-paitan|src-standard-kofu-tori-paitan,reviewed,2026-08-10,鶏チャーシュー|ねぎ|玉ねぎ|水菜|メンマ等,chicken_paitan|white_broth|emulsified|creamy|animal_forward|rich,小麦・鶏肉を含む。卵、大豆、魚介、乳、ごま等は店舗ごとに異なる。,3.8,3.6,2.0,editorial_source_review_v1,ramen-tori-paitan
jp-style-ramen-niboshi,煮干しラーメン,,,JP,,,,,,japan,ramen,standard,published,soup,小麦粉|かんすい|食塩|卵（製品による）,細麺から太麺まで幅広い中華麺,いわし煮干し|焼き干し|あじ・あご等の干物|動物系（店による）,醤油だれ|塩だれ|味噌だれ（店による）,煮干し|にぼし|焼き干し|魚介ラーメン|定番ラーメン,煮干し・焼き干しをだしの主役にするラーメン。穏やかな和風だしから、苦味や香りまで前面に出す濃厚タイプまで幅がある。,煮干しはラーメンスープで広く用いられてきた魚介素材で、津軽などでは地域文化として強く発達した。,魚種、使用量、頭・内臓処理、抽出温度、動物系との混合、たれにより魚介感・苦味・濃厚さが大きく変わる。,,src-standard-ramen-dictionary|src-standard-aomori-niboshi|src-standard-chinese-noodle,reviewed,2026-08-10,チャーシュー|ねぎ|メンマ|のり|煮干し粉等,niboshi|dried_fish|seafood_forward|dashi_forward|soup|broad_variation,小麦・魚を含む。大豆、卵、豚・鶏、乳等は店舗ごとに異なる。,4.4,3.8,2.5,editorial_source_review_v1,ramen-niboshi
jp-style-ramen-tsukemen,つけ麺,,,JP,,,,,,japan,ramen,standard,published,dipping,小麦粉|かんすい|食塩|卵（製品による）,中太から極太、もちもち・強いコシを重視した中華麺が多い,鶏|豚|魚介|野菜等,醤油だれ|塩だれ|味噌だれ|酢・砂糖・唐辛子等（店による）,つけ麺|つけめん|特製もりそば|濃厚つけだれ|定番ラーメン,ゆでた中華麺と濃いめのつけ汁を別々に供し、麺をつけて食べるスタイル。冷水で締めた太麺と、酸味・甘味・辛味を含む強いつけ汁が代表的。,特製もりそばなどを源流に発達し、現代では極太麺、濃厚な動物魚介、魚粉を使うタイプを含め独立した一大様式となった。,麺の温冷、太さ、つけ汁の濃度、酸味・甘味・辛味、動物魚介、清湯・白湯、スープ割りまで幅が大きい。,,src-standard-ramen-dictionary|src-standard-ganja-tsukemen|src-standard-ganja-history,reviewed,2026-08-10,チャーシュー|メンマ|ねぎ|魚粉|のり等,dipping|separate_soup|thick_noodle_common|strong_tare|cold_noodle_common|noodle_forward,小麦を含む。大豆、卵、豚・鶏、魚介、ごま、乳等は店舗ごとに異なる。,3.9,4.2,1.8,editorial_source_review_v1,ramen-tsukemen
jp-style-ramen-aburasoba-mazesoba,油そば・まぜそば,,油そば|まぜそば|汁なしラーメン,JP,,,,,,japan,ramen,standard,published,sauce,小麦粉|かんすい|食塩|卵（製品による）,中太から極太の中華麺が多い,少量のスープ・だしを使う場合がある,醤油だれ|香味油|酢|辣油|肉味噌等（店による）,油そば|まぜそば|汁なし|台湾まぜそば|定番ラーメン,丼の底のたれと香味油を麺へ絡めて食べる、スープをほとんど持たない中華麺スタイル。油そばから肉味噌・香辛料を強く使うまぜそばまで含む。,油そばとして発達した汁なし麺の系譜に、台湾まぜそばなど具材・辛味・にんにくを強めた派生が加わり、定番化した。,油の量、醤油だれ、酢・辣油、肉味噌、卵黄、魚粉、にんにく、辛味、追い飯など非常に幅が大きい。,,src-standard-ramen-dictionary|src-standard-chinese-noodle|src-standard-nagoya-taiwan-maze,reviewed,2026-08-10,チャーシューまたはひき肉|ねぎ|のり|メンマ|卵黄|にんにく等,brothless|mixed_noodle|oil_tare|strong_sauce|thick_noodle_common|customizable,小麦・大豆を含むことが多い。卵、豚肉、魚介、ごま、乳、にんにく等は店舗ごとに異なる。,3.6,4.1,2.2,editorial_source_review_v1,ramen-aburasoba-mazesoba
